sample_id,scene_id,input_path,sensor,row_start,row_stop,col_start,col_stop,label,confidence,source,split,notes,confidence_tier,valid_ratio,wet_ratio_valid,valid_pixels,dry_pixels,wet_pixels,ignore_pixels,tier1_pixels,tier2_pixels,tier3_pixels,block_row,block_col,block_id,split_policy
confali_00064,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1472,1536,1152,1216,dry,0.934814,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.065186,4096,3829,267,0,153,76,38,6,5,block_r006_c005,spatial_block
confali_00065,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1472,1536,1216,1280,dry,0.912842,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.087158,4096,3739,357,0,154,99,104,6,5,block_r006_c005,spatial_block
confali_00066,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1536,1600,1152,1216,dry,0.963867,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.973633,0.010030,3988,3948,40,108,36,3,1,6,5,block_r006_c005,spatial_block
confali_00067,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1600,1664,960,1024,dry,0.968994,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.031006,4096,3969,127,0,78,19,30,7,4,block_r007_c004,spatial_block
confali_00068,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1600,1664,1024,1088,dry,0.949707,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.050293,4096,3890,206,0,130,47,29,7,4,block_r007_c004,spatial_block
confali_00069,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1664,1728,960,1024,dry,0.976318,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.023682,4096,3999,97,0,34,27,36,7,4,block_r007_c004,spatial_block
confali_00070,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1664,1728,1024,1088,dry,0.940186,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.059814,4096,3851,245,0,126,55,64,7,4,block_r007_c004,spatial_block
confali_00071,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1728,1792,832,896,dry,0.852295,confidence_ali.tif,val,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.932129,0.085647,3818,3491,327,278,134,77,116,7,3,block_r007_c003,spatial_block
confali_00072,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1728,1792,896,960,wet,0.577185,confidence_ali.tif,train,Generated from confidence_ali.tif using label=wet when wet_ratio_valid >= 0.100,1,0.937744,0.111950,3841,3411,430,255,180,136,114,7,4,block_r007_c004,spatial_block
confali_00073,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1728,1792,960,1024,dry,0.916748,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.976318,0.061015,3999,3755,244,97,110,61,73,7,4,block_r007_c004,spatial_block
confali_00074,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1792,1856,768,832,dry,0.915283,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.996094,0.081127,4080,3749,331,16,144,86,101,8,3,block_r008_c003,spatial_block
confali_00075,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1856,1920,832,896,dry,0.890137,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.981201,0.092809,4019,3646,373,77,139,74,160,8,3,block_r008_c003,spatial_block
confali_00076,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1920,1984,640,704,dry,0.895020,confidence_ali.tif,val,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.989502,0.095485,4053,3666,387,43,143,87,157,8,2,block_r008_c002,spatial_block
confali_00077,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1920,1984,704,768,dry,0.930176,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.069824,4096,3810,286,0,103,72,111,8,3,block_r008_c003,spatial_block
confali_00078,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1920,1984,768,832,dry,0.911377,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.088623,4096,3733,363,0,159,82,122,8,3,block_r008_c003,spatial_block
confali_00079,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,1984,2048,576,640,dry,0.904541,confidence_ali.tif,val,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.966309,0.063921,3958,3705,253,138,112,64,77,8,2,block_r008_c002,spatial_block
confali_00080,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2048,2112,512,576,wet,0.663643,confidence_ali.tif,train,Generated from confidence_ali.tif using label=wet when wet_ratio_valid >= 0.100,1,0.999756,0.113797,4095,3629,466,1,180,110,176,9,2,block_r009_c002,spatial_block
confali_00081,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2048,2112,576,640,wet,0.743555,confidence_ali.tif,train,Generated from confidence_ali.tif using label=wet when wet_ratio_valid >= 0.100,3,0.987793,0.142610,4046,3469,577,50,157,114,306,9,2,block_r009_c002,spatial_block
confali_00082,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2048,2112,640,704,wet,0.774170,confidence_ali.tif,train,Generated from confidence_ali.tif using label=wet when wet_ratio_valid >= 0.100,3,0.990967,0.111111,4059,3608,451,37,116,64,271,9,2,block_r009_c002,spatial_block
confali_00083,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2112,2176,448,512,dry,0.979492,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,1.000000,0.020508,4096,4012,84,0,43,24,17,9,2,block_r009_c002,spatial_block
confali_00084,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2112,2176,512,576,dry,0.980225,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.993896,0.013756,4071,4015,56,25,46,2,8,9,2,block_r009_c002,spatial_block
confali_00085,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2112,2176,576,640,dry,0.948975,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.994385,0.045667,4073,3887,186,23,133,46,7,9,2,block_r009_c002,spatial_block
confali_00086,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2176,2240,448,512,dry,0.956787,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.969971,0.013592,3973,3919,54,123,51,3,0,9,2,block_r009_c002,spatial_block
confali_00087,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2176,2240,512,576,dry,0.918213,confidence_ali.tif,train,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.938477,0.021592,3844,3761,83,252,72,10,1,9,2,block_r009_c002,spatial_block
confali_00088,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2304,2368,320,384,dry,0.929688,confidence_ali.tif,test,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.935059,0.005744,3830,3808,22,266,12,7,3,10,1,block_r010_c001,spatial_block
confali_00089,hyperion_stack_crop_f16,/home/zennakamura/MasterResearch/HyperSIGMA/HyperspectralDetection/Hyperion_WaterLabel_20111222/data/processed/hyperion/hyperion_stack_crop_f16.tif,hyperion,2304,2368,384,448,dry,0.873535,confidence_ali.tif,test,Generated from confidence_ali.tif using label=dry when wet_ratio_valid < 0.100,0,0.925293,0.055937,3790,3578,212,306,72,42,98,10,1,block_r010_c001,spatial_block
